Deformed 4
1 0.00126
0.998459 0.001476284
0.993844 0.002124536
0.986185 0.003204898
0.975528 0.004714054
0.96194 0.006652828
0.945503 0.009017534
0.92632 0.011807857
0.904508 0.015022374
0.880203 0.018658351
0.853553 0.022708205
0.824724 0.02716011
0.793893 0.031990618
0.761249 0.03716495
0.726995 0.042631387
0.691342 0.048317695
0.654508 0.054129401
0.616723 0.059951026
0.578217 0.065643101
0.53923 0.071049572
0.5 0.076002433
0.46077 0.080326755
0.421783 0.083849827
0.383277 0.086416002
0.345492 0.087893423
0.308658 0.088182964
0.273005 0.087232663
0.238751 0.085042389
0.206107 0.081666752
0.175276 0.077218636
0.146447 0.071861907
0.119797 0.065802711
0.095492 0.059271592
0.07368 0.052503117
0.054497 0.045708195
0.03806 0.039032883
0.024472 0.032522925
0.013815 0.026066084
0.006156 0.019304875
0.001541 0.011458609
0 0
0.001541 -0.006221315
0.006156 -0.017273113
0.013815 -0.027381443
0.024472 -0.036437085
0.03806 -0.044420177
0.054497 -0.051333694
0.07368 -0.057199316
0.095492 -0.062055506
0.119797 -0.065945489
0.146447 -0.06891885
0.175276 -0.07102859
0.206107 -0.07232697
0.238751 -0.072866927
0.273005 -0.072700865
0.308658 -0.071883181
0.345492 -0.070467597
0.383277 -0.068509109
0.421783 -0.066066708
0.46077 -0.063198704
0.5 -0.059964278
0.53923 -0.056427132
0.578217 -0.052650302
0.616723 -0.048695408
0.654508 -0.044623606
0.691342 -0.040495735
0.726995 -0.036366685
0.761249 -0.03228935
0.793893 -0.028312077
0.824724 -0.024478314
0.853553 -0.020827545
0.880203 -0.017397678
0.904508 -0.014221635
0.92632 -0.011332026
0.945503 -0.008757944
0.96194 -0.006526623
0.975528 -0.004662046
0.986185 -0.003188372
0.993844 -0.002121262
0.998459 -0.001476079
1 -0.00126
