Deformed 5
1 0.00126
0.998459 0.001476285
0.993844 0.002124562
0.986185 0.003205029
0.975528 0.004714471
0.96194 0.006653849
0.945503 0.009019659
0.92632 0.01181181
0.904508 0.015029151
0.880203 0.018669268
0.853553 0.022724949
0.824724 0.027184796
0.793893 0.032025848
0.761249 0.037213879
0.726995 0.042697789
0.691342 0.048406043
0.654508 0.054244947
0.616723 0.060099891
0.578217 0.065832375
0.53923 0.071287419
0.5 0.076298211
0.46077 0.08069114
0.421783 0.084294951
0.383277 0.086955612
0.345492 0.088543033
0.308658 0.088960047
0.273005 0.088156817
0.238751 0.086135551
0.206107 0.082953385
0.175276 0.078725898
0.146447 0.073619814
0.119797 0.067844193
0.095492 0.06163235
0.07368 0.055221187
0.054497 0.048822675
0.03806 0.042581158
0.024472 0.036534034
0.013815 0.030544504
0.006156 0.024182979
0.001541 0.016406124
0 0
0.001541 -0.002641664
0.006156 -0.008724733
0.013815 -0.013740871
0.024472 -0.018083019
0.03806 -0.022006954
0.054497 -0.025656625
0.07368 -0.029104066
0.095492 -0.0323725
0.119797 -0.035445067
0.146447 -0.038282162
0.175276 -0.040832215
0.206107 -0.043038433
0.238751 -0.044848912
0.273005 -0.046221385
0.308658 -0.047129584
0.345492 -0.047561885
0.383277 -0.047522165
0.421783 -0.047030721
0.46077 -0.046115756
0.5 -0.044812
0.53923 -0.043160932
0.578217 -0.041203736
0.616723 -0.038979894
0.654508 -0.036528138
0.691342 -0.033888369
0.726995 -0.03109734
0.761249 -0.028194839
0.793893 -0.025222259
0.824724 -0.022222949
0.853553 -0.019243192
0.880203 -0.016333663
0.904508 -0.013544639
0.92632 -0.010929134
0.945503 -0.00853789
0.96194 -0.006419547
0.975528 -0.004617896
0.986185 -0.003174337
0.993844 -0.002118481
0.998459 -0.001475905
1 -0.00126
