Deformed 1
1 0.00126
0.998459 0.001476334
0.993844 0.002125337
0.986185 0.003208948
0.975528 0.004726846
0.96194 0.006684021
0.945503 0.009082115
0.92632 0.011927244
0.904508 0.015225446
0.880203 0.018982321
0.853553 0.023199261
0.824724 0.027873637
0.793893 0.03299086
0.761249 0.038523849
0.726995 0.044426305
0.691342 0.0506279
0.654508 0.057031112
0.616723 0.063510934
0.578217 0.069910837
0.53923 0.076049219
0.5 0.081724171
0.46077 0.086719187
0.421783 0.090814217
0.383277 0.093803375
0.345492 0.095505145
0.308658 0.095775506
0.273005 0.094526454
0.238751 0.09173446
0.206107 0.087446406
0.175276 0.081785226
0.146447 0.074943427
0.119797 0.06717454
0.095492 0.058775251
0.07368 0.050065125
0.054497 0.041362311
0.03806 0.032949782
0.024472 0.025058617
0.013815 0.017849418
0.006156 0.011417534
0.001541 0.005872683
0 0
0.001541 -0.007916732
0.006156 -0.016271536
0.013815 -0.024128497
0.024472 -0.031653662
0.03806 -0.038862423
0.054497 -0.045708049
0.07368 -0.052115573
0.095492 -0.057996473
0.119797 -0.06324902
0.146447 -0.067771914
0.175276 -0.071472444
0.206107 -0.074273153
0.238751 -0.0761217
0.273005 -0.076995402
0.308658 -0.076906598
0.345492 -0.075899129
0.383277 -0.074046418
0.421783 -0.07144811
0.46077 -0.068217738
0.5 -0.064476307
0.53923 -0.060348712
0.578217 -0.055952694
0.616723 -0.05139413
0.654508 -0.04676628
0.691342 -0.042149784
0.726995 -0.037608618
0.761249 -0.033196187
0.793893 -0.028955447
0.824724 -0.024920987
0.853553 -0.021121959
0.880203 -0.017585943
0.904508 -0.014336442
0.92632 -0.011397961
0.945503 -0.008792935
0.96194 -0.006543271
0.975528 -0.004668796
0.986185 -0.003190492
0.993844 -0.002121679
0.998459 -0.001476105
1 -0.00126
