Deformed 3
1 0.00126
0.998459 0.001476282
0.993844 0.00212451
0.986185 0.003204765
0.975528 0.004713633
0.96194 0.006651799
0.945503 0.009015394
0.92632 0.011803882
0.904508 0.01501557
0.880203 0.018647417
0.853553 0.02269148
0.824724 0.027135529
0.793893 0.031955666
0.761249 0.037116613
0.726995 0.042566106
0.691342 0.048231321
0.654508 0.054017152
0.616723 0.059807452
0.578217 0.06546205
0.53923 0.070824175
0.5 0.075725091
0.46077 0.079989155
0.421783 0.083442977
0.383277 0.085930291
0.345492 0.087318741
0.308658 0.087508848
0.273005 0.086448541
0.238751 0.084137887
0.206107 0.080632136
0.175276 0.076045412
0.146447 0.070543613
0.119797 0.06433601
0.095492 0.057657782
0.07368 0.050750207
0.054497 0.043833921
0.03806 0.037069166
0.024472 0.030522925
0.013815 0.024116308
0.006156 0.017549126
0.001541 0.010159886
0 0
0.001541 0.000516458
0.006156 -0.007317338
0.013815 -0.01471323
0.024472 -0.020950681
0.03806 -0.025785832
0.054497 -0.029182399
0.07368 -0.031237516
0.095492 -0.032137781
0.119797 -0.032117723
0.146447 -0.031434191
0.175276 -0.030341934
0.206107 -0.029069933
0.238751 -0.027809224
0.273005 -0.026702808
0.308658 -0.025843912
0.345492 -0.025274228
0.383277 -0.024990148
0.421783 -0.024953133
0.46077 -0.025093771
0.5 -0.025324108
0.53923 -0.025551025
0.578217 -0.025681129
0.616723 -0.025629207
0.654508 -0.025325698
0.691342 -0.024723469
0.726995 -0.023794621
0.761249 -0.022536929
0.793893 -0.020970138
0.824724 -0.019133352
0.853553 -0.017082668
0.880203 -0.014888782
0.904508 -0.012628656
0.92632 -0.010385655
0.945503 -0.008241751
0.96194 -0.006275706
0.975528 -0.00455866
0.986185 -0.003155524
0.993844 -0.002114756
0.998459 -0.001475672
1 -0.00126
